X,Y,OBJECTID,DATEREPORTED,INFORELIABILITY,INCIDENTREGION,DEAD,MISSING,NATIONALITIES,ORIGINREGION,MIGRANTROUTE,LOCATIONDESCRIPTION,NOFEMALE,NOMALE,NOCHILDREN,AGERANGE,SOURCE,URL,COMMENT,PUBLICVIEW,Cause_of_death,Number_of_survivors,type_location
-96.421135854999989,19.045816716000047,52179,2016-03-20T23:00:00.000Z,Partially Verified,Central America incl. Mexico,1,,Unknown,Central America,Mexico to United States,"Km 389 on state highway Manlio Fabio Altamirando, Soledad de Doblado, MX",,1,,25-30,TV Noticias La Pacoyan,http://bit.ly/1ScFQPn,,,Unknown (found dead near train tracks),,
-88.384764015999963,21.897364091000043,52181,2014-08-31T22:00:00.000Z,Partially Verified,Central America incl. Mexico,2,,Cuban,Caribbean,,"Off the coast of the Yucatan, Mexico",,2,,,Notitarde,http://bit.ly/23wV5tI,,,Drowning,17,
-101.409014142999979,29.746737864000067,52578,2014-12-29T23:00:00.000Z,Verified,U.S./Mexico Border,147,,Various,Central America & Mexico,Mexico to United States,"Various, annual total",,,,,US Border Patrol,http://www.cbp.gov/newsroom/media-resources/stats,"Annual total 2014, minus those incidents already reported on US side of border in 2014",,various,,
-94.758468264999976,16.357811457000025,57377,2015-07-04T22:00:00.000Z,Partially Verified,Central America incl. Mexico,4,,Reported as unspecified nationals of Honduras and Guatemala,Central America & Mexico,Central America to United States,"Highway near San Dionisio del Mar, Oaxaca, Mexico",,,,,El Universal,http://eluni.mx/1ZEFSAj,,,Vehicle accident,9,
-111.00431,31.41387,57777,2016-01-04T23:00:00.000Z,Verified,U.S./Mexico Border,1,,Unknown,Central America,Mexico to United States,Espinosa Ranch Road and Arizona Highway 286,,1,,,Pima County Office of the Medical Examiner,http://www.humaneborders.info/app/map.asp,,,Unknown - skeletal remains,,
-112.54042,31.9148,57778,2016-01-04T23:00:00.000Z,Partially Verified,U.S./Mexico Border,1,,Unknown,Central America,Mexico to United States,Pima County Jurisdiction,,1,,,Pima County Office of the Medical Examiner,http://www.humaneborders.info/app/map.asp,,,Unknown - skeletal remains,,
-111.235032648999947,32.153830628000037,57779,2016-01-08T23:00:00.000Z,Verified,U.S./Mexico Border,1,,Guatemala,Central America & Mexico,Mexico to United States,"Close to Highway 86, ouside Tuson, Arizona, USA",,1,,31,Pima County Office of the Medical Examiner,http://www.humaneborders.info/app/map.asp,,,Exposure - Hypothermia,,
-112.716826809999986,32.947819082000024,57780,2016-01-16T23:00:00.000Z,Verified,U.S./Mexico Border,1,,Unknown,Central America,Mexico to United States,"Desert area, 10 miles south of Gila Bend, Arizona, USA",,1,,,Pima County Office of the Medical Examiner,http://www.humaneborders.info/app/map.asp,,,Unknown,,
-111.78898,31.8769,57781,2016-01-24T23:00:00.000Z,Verified,U.S./Mexico Border,1,,Mexico,Central America & Mexico,Mexico to United States,"Off Highway 86, west of Tuson, Arizona, USA",,1,,32,Pima County Office of the Medical Examiner,http://www.humaneborders.info/app/map.asp,,,Unknown (skeletal remains),,
-113.1067,32.29187,57782,2016-01-25T23:00:00.000Z,Verified,U.S./Mexico Border,1,,Unknown,Central America & Mexico,Mexico to United States,Pima County Jurisdiction,,1,,,Pima County Office of the Medical Examiner,http://www.humaneborders.info/app/map.asp,,,Unknown (skeletal remains),,
-113.05898,31.95346,57783,2016-01-25T23:00:00.000Z,Verified,U.S./Mexico Border,1,,Unknown,Central America,Mexico to United States,"West of Lukeville border crossing, Arizona, USA",,1,,,Pima County Office of the Medical Examiner,http://www.humaneborders.info/app/map.asp,,,Unknown (skeletal remains),,
-112.1606,32.63308,57784,2016-02-22T23:00:00.000Z,Verified,U.S./Mexico Border,1,,Unknown,Central America,Mexico to United States,Pima County Jurisdiction,,1,,,Pima County Office of the Medical Examiner,http://www.humaneborders.info/app/map.asp,,,Unknown - Skeletal Remains,,
-113.069,32.15192,57785,2016-03-06T23:00:00.000Z,Verified,U.S./Mexico Border,1,,Mexico,Central America & Mexico,Mexico to United States,Pima County Jurisdiction,,1,,32,Pima County Office of Medical Examiner,http://www.humaneborders.info/app/map.asp,,,Unknown,,
-112.721591725999986,32.230339937000053,57786,2016-03-17T23:00:00.000Z,Verified,U.S./Mexico Border,1,,Unknown,Central America,Mexico to United States,"Southeast of Why, Arizona, USA",,1,,,Pima County Office of the Medical Examiner,http://www.humaneborders.info/app/map.asp,,,Unknown (skeletal remains),,
-113.138344,32.423462,57787,2016-03-31T22:00:00.000Z,Verified,U.S./Mexico Border,1,,Unknown,Central America,Mexico to United States,Pima County Jurisdiction,,1,,,Pima County Office of the Medical Examiner,http://www.humaneborders.info/app/map.asp,,,Unknown (skeletal remains),,
-112.14965,31.95437,57788,2016-04-06T22:00:00.000Z,Verified,U.S./Mexico Border,1,,Unknown,Central America,Mexico to United States,Pima County Jurisdiction,1,,,,Pima County Office of the Medical Examiner,http://www.humaneborders.info/app/map.asp,,,"Exposure, Hypothermia",,
-112.778624905999948,32.907475202000057,57789,2016-04-17T22:00:00.000Z,Verified,U.S./Mexico Border,1,,Unknown,Central America,Mexico to United States,"East of Gila Bend, Arizona, USA",,1,,,Pima County Office of the Medical Examiner,http://www.humaneborders.info/app/map.asp,,,Unknown,,
-113.531757957999957,32.776379248000069,57790,2016-04-22T22:00:00.000Z,Verified,U.S./Mexico Border,1,,Uknown,Central America,Mexico to United States,"Barry Goldwater Gunnery Range, Arizona, USA",,1,,,Pima County Office of the Medical Examiner,http://www.humaneborders.info/app/map.asp,,,Unknown,,
-111.490378482999972,31.505237387000079,58177,2016-01-30T23:00:00.000Z,Verified,U.S./Mexico Border,1,,Unknown,Central America & Mexico,Central America to United States,"East of Highway 286, Arizona, USA",,,,,Pima County Office of the Medical Examiner,http://www.humaneborders.info/app/map.asp,,,Unknown (skeletal remains),,
-111.85818,31.704,58178,2016-02-29T23:00:00.000Z,Verified,U.S./Mexico Border,1,,Unknown,Central America,Mexico to United States,Pima County Jurisdiction,,1,,,Pima County Office of the Medical Examiner,http://www.humaneborders.info/app/map.asp,,,Unknown (skeletal remains),,
-112.95431,32.20324,58179,2016-03-02T23:00:00.000Z,Verified,U.S./Mexico Border,1,,Mexico,Central America & Mexico,Mexico to United States,Pima County Jurisdiction,,1,,30,Pima County Office of the Medical Examiner,http://www.humaneborders.info/app/map.asp,,,Unknown (skeletal remains),,
-112.1373,31.826717,58180,2016-03-02T23:00:00.000Z,Verified,U.S./Mexico Border,1,,Unknown,Central America,Mexico to United States,Pima County Jurisdiction,,1,,,Pima County Office of the Medical Examiner,http://www.humaneborders.info/app/map.asp,,,Unknown (skeletal remains),,
-113.10317,32.38652,58181,2016-03-05T23:00:00.000Z,Verified,U.S./Mexico Border,1,,Mexico,Central America & Mexico,Mexico to United States,"West of Ajo, Arizona, USA",,1,,23,Pima County Office of the Medical Examiner,http://www.humaneborders.info/app/map.asp,,,Unknown (skeletal remains),,
-113.10296,32.2651,58182,2016-03-06T23:00:00.000Z,Verified,U.S./Mexico Border,1,,Mexico,Central America & Mexico,Mexico to United States,Pima County Jurisdiction,,1,,22,Pima County Office of the Medical Examiner,http://www.humaneborders.info/app/map.asp,,,"Exposure, Hypothermia",,
-111.416741074999948,32.06475944400006,58183,2016-03-19T23:00:00.000Z,Verified,U.S./Mexico Border,1,,Unknown,Central America,Mexico to United States,"Close to Highway 86, west of Tucson, Arizona, USA",,1,,,Pima Country Office of the Medical Examiner,http://www.humaneborders.info/app/map.asp,,,Unknown (skeletal remains),,
-112.115617,32.329483,58184,2016-03-31T22:00:00.000Z,Verified,U.S./Mexico Border,1,,Mexico,Central America & Mexico,Mexico to United States,Pima County Jurisdiction,,1,,32,Pima Country Office of the Medical Examiner,http://www.humaneborders.info/app/map.asp,,,Unknown (skeletal remains),,
-111.393770697999969,31.888030208000032,58185,2016-04-06T22:00:00.000Z,Verified,U.S./Mexico Border,2,,Unknown,Unknown,Mexico to United States,"South Sasabe Road, south of Three Points, Arizona, USA",,2,,,Pima Country Office of the Medical Examiner,http://www.humaneborders.info/app/map.asp,,,Unknown (skeletal remains),,
-112.10063,31.80408,58186,2016-04-07T22:00:00.000Z,Verified,U.S./Mexico Border,1,,Unknown,Unknown,Mexico to United States,Pima County Jurisdiction,,1,,45,Pima County Office of the Medical Examiner,http://www.humaneborders.info/app/map.asp,,,Unknown - Skeletal Remains,,
30.367253577000042,31.464298555000028,58577,2016-05-15T22:00:00.000Z,Partially Verified,Mediterranean,1,,Egypt,MENA,Central Mediterranean,"North Nile Delta, Borg Meghezil village in the Metobas region, Egypt",,1,,20,ahram online,http://bit.ly/1OGYuz7,,,Drowning,,
30.348714148000056,31.435009727000079,58578,2016-05-15T22:00:00.000Z,Partially Verified,Mediterranean,1,,Somalia,Horn of Africa,Central Mediterranean,"North Nile Delta, Borg Meghezil village in the Metobas region, Egypt",,1,,,ahram online,http://bit.ly/1OGYuz8,,,Drowning,,
-85.614790212999935,11.202861271000074,58977,2016-05-14T22:00:00.000Z,Partially Verified,Central America incl. Mexico,1,,Haiti,Caribbean,Caribbean to United States,"Costa Rican/Nicaragua border, at Penas Blancas, Guanacaste",,1,,23,Diario Extra,http://bit.ly/1Tfncst,,,Unknown,,
-98.233615519999944,27.033656393000058,59377,2016-05-10T22:00:00.000Z,Partially Verified,U.S./Mexico Border,1,,Unknown,Central America,Mexico to United States,"Brooks County, Texas",,,,,Hoy Tamaulipas,http://bit.ly/23Y4GVn,,,Unknown,,
-98.255964185999972,26.966570447000038,59378,2016-05-12T22:00:00.000Z,Partially Verified,U.S./Mexico Border,1,,Unknown,Central America,Mexico to United States,"Brooks County, Texas",,,,,Hoy Tamaulipas,http://bit.ly/23Y4GVn,,,Unknown,,
-5.306228745999931,35.896491423000043,60177,2016-05-11T22:00:00.000Z,Partially Verified,Mediterranean,1,,Algeria,MENA,Western Mediterranean,"Port of Ceuta, Spain",,1,,23,Yabiladi,http://bit.ly/1TtXVFT,,,Drowning,,
8.077144236000038,38.777365770000074,60178,2016-05-20T22:00:00.000Z,Partially Verified,Mediterranean,,10,Unknown,Unknown,Central Mediterranean,"Off Sardinia, Italy",,,,,The Telegraph,http://bit.ly/1WbTuoX,Boat left from Algeria,,Unknown,,
12.628898550000031,32.950648738000041,60577,2016-05-24T22:00:00.000Z,Partially Verified,Mediterranean,5,250,Unknown,Unknown,Central Mediterranean ,"Off the coast of Zawiya, Libya",,,,,IOM Italy,,,,Drowning,460,
-92.675587226999937,15.340939979000041,60578,2016-05-23T22:00:00.000Z,Partially Verified,Central America incl. Mexico,1,,Guatemala,Central America,Central America to United States,"Acacoyagua, Chiapas, Mexico",,1,,19,Diario El Sur,http://bit.ly/1TzEr2D,,,Violent robbery,1,
-92.261848940999982,14.906957990000024,60977,2016-05-19T22:00:00.000Z,Partially Verified,Central America incl. Mexico,1,,El Salvador,Central America,Central America to United States,"Tapachula, Chiapas, Mexico",,1,,32,Cuatro Poder de Chiapas,http://bit.ly/1WOBUal,,,Murdered,,
12.111950747000037,33.646833403000073,61377,2016-05-25T22:00:00.000Z,Verified,Mediterranean,,550,unknown,Unknown,Central Mediterranean ,"35 nautical miles north of Zuwara, Libya",75,36,40,,IOM Italy,,"117 bodies presumed to be from this incident washed up near Zuwara, Libya on 2 June 2016",,Drowning,87,
12.584044851000044,35.476817803000074,61378,2016-05-24T22:00:00.000Z,Verified,Mediterranean,4,,Unknown,Unknown,Central Mediterranean,"Off the coast of Lampedusa, Italy",4,,,,UNHCR,,,,Burns and Suffocation,,
-99.62659529299998,27.625741907000076,62177,2015-03-05T23:00:00.000Z,Partially Verified,Central America incl. Mexico,1,,Mexico,Central America,Mexico to United States,"Rio Grande, near Miguel Alemán, Tamaulipas, Mexico",,1,,40,El Manana,http://bit.ly/1UdMMbs,,,Drowning,,
15.152576342000032,35.123870084000032,62178,2016-05-28T22:00:00.000Z,Verified,Mediterranean,45,200,Unknown,Unknown,Central Mediterranean ,Off the coast of Western Libya,,,,,IOM Italy,,,,Drowning or suffocation in hull,625,
12.500680792000026,33.005168980000064,62577,2016-05-25T22:00:00.000Z,Partially Verified,Mediterranean,,47,Unknown,Unknown,Central Mediterranean ,"Off the coast of Sabratha, Libya",,,,,IOM Italy,,,,Presumed drowning,78,
12.613415036000049,35.485206377000054,62977,2016-05-24T22:00:00.000Z,Verified,Mediterranean,6,,Unknown,Unknown,Central Mediterranean ,"Off the coast of Lampedusa, Italy",1,,,,IOM Italy,,,,Presumed drowning,139,
13.054794995000066,36.082548518000067,62978,2016-05-25T22:00:00.000Z,Verified,Mediterranean,1,,Unknown,Unknown,Central Mediterranean ,"Off the coast of Western Libya. Survivors brought to Sicily's Agrigento Porto Empedocle, Italy",,,,,IOM Italy,,,,Presumed drowning,526,
14.794729420000067,34.630062180000039,62979,2016-05-27T22:00:00.000Z,Verified,Mediterranean,1,,Unknown,Unknown,Central Mediterranean ,"Off the coast of Western Libya. Survivors brought to Brindisi, Apulia, Italy.",,,,,IOM Italy,,,,Likely drowning,340,
15.367662311000061,36.090617282000039,62980,2016-05-25T22:00:00.000Z,Verified,Mediterranean,,9,Unknown,Unknown,Central Mediterranean,"Between North Africa and Messina, Italy",,,,,IOM Italy,,,,Presumed drowning,,
-100.507956302999958,28.727720945000044,63377,2016-05-24T22:00:00.000Z,Partially Verified,U.S./Mexico Border,1,,Unknown,Central America,Mexico to United States,"Rio Grande near Piedras Negras, Coahuila, Mexico",,1,1,14,El Diario,http://bit.ly/1XEpOzH,,,Drowning,1,
-111.23692,32.95333,63777,2016-05-05T22:00:00.000Z,Verified,U.S./Mexico Border,1,,Unknown,Unknown,Mexico to United States,Pima County,,1,,,Pima County Office of the Medical Examiner,,,,Unknown (skeletal remains),,
-112.38265,31.963317,63778,2016-05-14T22:00:00.000Z,Verified,U.S./Mexico Border,1,,Unknown,Central America,Mexico to United States,Pima County,,1,,,Pima County Office of the Medical Examiner,,,,Unknown (skeletal remains),,
-111.43136,32.16702,63780,2016-05-17T22:00:00.000Z,Verified,U.S./Mexico Border,1,,Unknown,Central America,Mexico to United States,Pima County,,1,,,Pima County Office of the Medical Examiner,,,,Unknown (skeletal remains),,
-112.959916,32.35183,63781,2016-05-22T22:00:00.000Z,Verified,U.S./Mexico Border,1,,Unknown,Unknown,Mexico to United States,Pima County,,,,,Pima County Office of the Medical Examiner,,,,Unknown (skeletal remains),,
-110.18449,31.82115,63782,2016-05-25T22:00:00.000Z,Verified,U.S./Mexico Border,1,,Unknown,Unknown,Mexico to United States,Pima County,,1,,,Pima County Office of the Medical Examiner,,,,Unknown (skeletal remains),,
-84.616667358999962,10.066665507000039,64178,2016-05-18T22:00:00.000Z,Partially Verified,Central America incl. Mexico,1,,Reported as unspecified nationals of Sub-Saharan Africa,Sub-Saharan Africa,,"Peñas Blancas, northern Costa Rica",,1,,,La Prensa,http://bit.ly/1sOAj83,,,Bronchopneumonia,,
-115.058576507999987,32.705326601000024,64577,2016-05-29T22:00:00.000Z,Partially Verified,U.S./Mexico Border,1,,Unknown,Central America,Mexico to United States,"All-American Canal, California",,1,,,La Voz,http://bit.ly/1UjjAjV,,,Drowning,,
25.070970275000036,33.666152556000043,64977,2016-06-02T22:00:00.000Z,Verified,Mediterranean,10,329,"Egypt, Ethiopia, Eritrea, Sudan, Comoros",Unknown,Central Mediterranean ,"Between Crete and North Africa, in international waters",,,,,IOM Greece,,,,Drowning,319,
-3.532006439999975,36.594168402000037,65378,2015-11-19T23:00:00.000Z,Partially Verified,Mediterranean,1,,Unknown,Sub-Saharan Africa,Western Mediterranean,"26 miles off the coast of Motril, Granada, Spain",1,,,,El Diario,http://bit.ly/1TWaXkV,,,drowning,,
-96.606006449999938,18.539116680000063,65379,2014-07-31T22:00:00.000Z,Partially Verified,Central America incl. Mexico,1,,Unknown,Central America,Mexico to United States,"Acatlan de Perez Figueroa, Oaxaca, Mexico",,1,,,Imagen del Golfo,http://bit.ly/1SMpddB,,,Hit by train,,
2.399437720000037,51.016351949000068,65777,2015-12-27T23:00:00.000Z,Partially Verified,Europe,1,,Afghanistan,MENA,Calais to UK,"Motorway near Dunkirque, France",,1,,,El Siglo de Torreon,http://bit.ly/24taPcp,,,Likely suffocation (found dead in a truck),,
-111.120990695999978,30.542292417000056,65778,2014-10-11T22:00:00.000Z,Partially Verified,Central America incl. Mexico,1,,Unknown,Central America,Mexico to United States,"Santa Ana, Sonora, Mexico",,1,,,InfoNogales,http://bit.ly/1X6PLch,,,Fall from train,,
-5.606000645999927,35.995919553000078,66177,2016-02-15T23:00:00.000Z,Verified,Mediterranean,1,,Algerian,MENA,Western Mediterranean,"found dead in a boat in Algeciras, Cadiz, Spain that had crossed the Strait of Gibraltar",,,,,Spanish Ministry of the Interior via IOM Spain,http://bit.ly/1UyM35b,"Date unclear, 1 body reported found in February by Spanish MOI",,Drowning,,
-3.52897896099995,36.717895349000059,66178,2016-04-19T22:00:00.000Z,Verified,Mediterranean,,6,Unknown,Unknown,Western Mediterranean,"near Motril, Spain",,,,,Asociacion Pro Derechos Humanos de Andalucia,,,,Drowning,,
-2.178977744999941,36.641933406000078,66179,2016-04-23T22:00:00.000Z,Verified,Mediterranean,,3,Unknown,Unknown,Western Mediterranean,"near Cabo de Gata, Spain",,,,,Asociacion Pro Derechos Humanos de Andalucia,,,,Drowning,,
-14.642345533999958,27.443120068000042,66181,2016-05-14T22:00:00.000Z,Verified,North Africa,20,,Unknown,Sub-Saharan Africa,West Africa,between Western Sahara and Canary Islands,,,,,Asociacion Pro Derechos Humanos de Andalucia,,,,Drowning,29,
20.051778963000061,46.129301462000058,66182,2016-06-02T22:00:00.000Z,Partially Verified,Europe,1,,Syria,MENA,Western Balkan,Tisza River between Serbia and Hungary,,1,,22,AP,http://abcn.ws/1t8Kipt,,,Drowning,,
-2.935815920999971,35.175860190000037,66183,2016-06-06T22:00:00.000Z,Partially Verified,Mediterranean,1,,Unknown,Sub-Saharan Africa,Western Mediterranean,"in hospital Hassani a Nador, Morocco after trying to reach Melilla, Spain",,1,,,2M.ma,http://bit.ly/1VLJ3aI,,,Unknown,3,
-2.461843752999926,36.828652738000073,66577,2016-03-06T23:00:00.000Z,Verified,Mediterranean,,20,Unknown,Unknown,Western Mediterranean,"near Almeria, Spain",,,,,Asociacion Pro Derechos Humanos de Andalucia,,,,Unknown,,
-2.926163449999933,35.280581458000029,66579,2016-05-04T22:00:00.000Z,Verified,Mediterranean,1,,Unknown,Unknown,Western Mediterranean,"harbor of Melilla, Spain",,,1,,,Asociacion Pro Derechos Humanos de Andalucia,,,Drowning,,
-14.244476944999974,27.723589100000027,66581,2016-05-19T22:00:00.000Z,Verified,North Africa,,57,Unknown,Sub-Saharan Africa,West Africa,between Western Sahara and Canary Islands,,,,,Asociacion Pro Derechos Humanos de Andalucia,,,,Drowning,0,
-67.837363978999974,18.059210406000034,66582,2016-06-06T22:00:00.000Z,Partially Verified,Caribbean,1,,Cuba,Caribbean,Caribbean to United States,"off the coast of Isla de Mona, Puerto Rico",,1,,,Miami Actualidad,http://bit.ly/1t85F9U,,,Drowning,,
-96.390451383999959,19.050157229000035,66977,2016-03-19T23:00:00.000Z,Partially Verified,Central America incl. Mexico,1,,Unknown,Central America,Unknown,"on the Manlio Fabio Altamirano highway, Soledad de Doblado, Mexico",,1,,,Imagen de Veracruz,http://bit.ly/1Qh8x87,,,Hit by train,,
-98.242468296999959,26.071770834000063,66978,2016-04-07T22:00:00.000Z,Partially Verified,U.S./Mexico Border,1,,Unknown,Central America,Mexico to United States,"Rio Bravo near La Playita, Reynosa, Tamaulipas, Mexico",,1,,~ 40,El Manana,http://bit.ly/22OSebl,,,Drowning,,
-96.390451383999959,19.050157229000035,67377,2016-03-19T23:00:00.000Z,Partially Verified,Central America incl. Mexico,1,,Unknown,Central America,Unknown,"on the Manlio Fabio Altamirano highway, Soledad de Doblado, Mexico",,1,,,Imagen de Veracruz,http://bit.ly/1Qh8x87,,,Hit by train,,
-95.032384026999978,17.855911191000075,67378,2016-05-08T22:00:00.000Z,Partially Verified,Central America incl. Mexico,1,,Unknown,Central America,Unknown,"near train tracks in Villa Juanita, Veracruz, Mexico",,1,,,Sucesos los Tuxtlas,http://bit.ly/1WG0A5l,,,Fell from train,,
-94.547559035999939,17.99587791600004,67379,2015-10-25T23:00:00.000Z,Partially Verified,Central America incl. Mexico,1,,Guatemala,Central America,Central America to United States,"Hospital General de Minatitlán, Veracruz, MX",,1,,48,60 Minutos,http://bit.ly/25NsHob,,,Heart Attack,,
-90.999998914999935,17.266665595000063,67777,2016-06-03T22:00:00.000Z,Partially Verified,Central America incl. Mexico,1,,Honduras,Central America,Central America to United States,"El Ceibo, Tabasco, Mexico",,1,,39,El Heroico,http://bit.ly/1Upj3wD,,,Hypothermia,,
4.348776537000049,50.850447941000027,67778,2016-06-06T22:00:00.000Z,Verified,Europe,1,,Unknown,Unknown,Other,"Found in Brussels Airport, on Brussels Airways flight from Dakar, Senegal",,1,,,Medias de Bruxelles,http://bit.ly/28mVQoU,,,Plane Stowaway,,
13.115111197000033,33.872272275000057,68177,2016-06-08T22:00:00.000Z,Verified,Mediterranean,2,,Unknown,Unknown,Central America to United States,"Between North Africa and Italy, most likely off the coast of Western Libya.",,,,,IOM Italy,http://reut.rs/1YceQ4M,,,Unknown,,
-114.624396535999949,32.725318327000025,68178,2016-06-08T22:00:00.000Z,Partially Verified,U.S./Mexico Border,1,,Unknown,Central America,Mexico to United States,"Near Yuma, Arizona",,1,,,"AP, New York Times",http://bit.ly/1VUfFPq and http://nyti.ms/1UKUxsA,,,Vehicle accident,2,
13.878162279000037,34.046431780000034,68179,2016-06-11T22:00:00.000Z,Partially Verified,Mediterranean,1,,Unknown,Unknown,Central Mediterranean,"Between Italy and North Africa, likely near the coast of Western Libya",,,,,DPA,http://bit.ly/1Xj7HR9,,,Unknown,133,
-100.271358661999955,28.242096731000061,68577,2016-06-09T22:00:00.000Z,Partially Verified,U.S./Mexico Border,1,,Unknown,Central America,Mexico to United States,"in the Rio Grande, Mexico",,,,25-30,,,,,Drowning,,
-94.198980433999964,16.293246472000078,68977,2016-03-30T22:00:00.000Z,Partially Verified,Central America incl. Mexico,1,,El Salvador,Central America,Central America to United States,"Body found in orchard in Chahuites, Oaxhaca, Mexico",,1,,30,Red Noticias,http://bit.ly/1Uu8WuM,,,Unknown,,
-117.044184995999956,32.550909670000067,69377,2016-06-14T22:00:00.000Z,Partially Verified,U.S./Mexico Border,1,,Unknown,Central America,Mexico to United States,"near I-5 in San Ysidro, California",,1,,,San Diego Union Tribune,http://bit.ly/1UWt4S7,,,Unknown,,
5.799996759000067,19.366669745000024,69777,2016-06-11T22:00:00.000Z,Partially Verified,North Africa,34,,2 from Niger,Sub-Saharan Africa,,"near Assamaka, Niger near border with Algeria",9,5,20,1 26 y/o F,"Al Jazeera, AFP, BBC","http://bit.ly/1sHrI7l, http://bit.ly/1S6zPyV, http://bbc.in/1XYgaKz",,,Likely dehydration,,
27.733327442000075,-13.033326148999947,70209,2016-06-14T22:00:00.000Z,Verified,Sub-Saharan Africa,19,,Somalia,Horn of Africa,,"20 Km from Levy Mwanawasa Bridge in Chembe, Zambia",,19,,,IOM Zambia,,,,Suffocation,76,
-100.33403137099998,28.502948162000052,72177,2016-06-14T22:00:00.000Z,Partially Verified,U.S./Mexico Border,1,,Unknown,Central America,Mexico to United States,"Ranch in El Indio, Maverick, Texas",,1,,approx. 20,Zocalo Saltillo,http://bit.ly/1YwAG36,,,Unknown,,
-99.34316039,19.897846336000043,72187,2016-03-09T23:00:00.000Z,Partially Verified,Central America incl. Mexico,1,,Unknown,Central America,Mexico to United States,"Cantera de Villagrán in Tepeji del Río de Ocampo, Hidalgo, Mexico",,1,,Approx. 50,La Region,http://bit.ly/24VHHKS,,,Bronchial aspiration,,
-99.826037801999973,19.278376179000077,72188,2016-02-07T23:00:00.000Z,Partially Verified,Central America incl. Mexico,1,,Honduras,Central America,Central America to United States,"Corner of Cristobal Colon and Derecho de Via in Miguel Hidalgo, Mexico City, Mexico",,1,,28,Impacto Del Sur,http://bit.ly/1Ug1Zzg,,,Fell from train,,
-99.562740496999936,27.601414036000051,72977,2016-06-14T22:00:00.000Z,Partially Verified,U.S./Mexico Border,3,1,At least 1 from Mexico,Central America,Mexico to United States,Bodies found at various points in the Rio Grande in Mexico,,3,,,Desaparecidos y sin reclamar en la frontera,http://bit.ly/28JPMau,,,Drowning,,
-100.207927822999977,20.573089190000076,73377,2016-04-05T22:00:00.000Z,Verified,Central America incl. Mexico,1,,Unknown,Unknown,Mexico to United States,"train tracks near Wameru, Queretaro, Mexico",,,,,Noticias de Queretaro,http://bit.ly/1Un4BYN,Link is extremely graphic.,,Fell from train,,
-12.654538140999932,28.348644920000027,73778,2014-06-15T22:00:00.000Z,Partially Verified,North Africa,,29,Unknown,Unknown,Western Mediterranean,Waters between North Africa and Canary Islands,,,,,La Vanguardia,http://bit.ly/28IfW7F,,,Likely drowning,,
-94.56105983599997,18.00558320500005,73779,2016-02-13T23:00:00.000Z,Partially Verified,Central America incl. Mexico,1,,Mexico,Central America,Mexico to United States,"Train tracks in Minatitlan, Mexico",,1,,18,,Impacto Del Sur,http://bit.ly/28KedEy,,Fell from train,,
48.72637164300005,8.529405470000029,73781,2015-03-28T23:00:00.000Z,Verified,Horn of Africa,1,,Unknown,Horn of Africa,,"Near Garowe, Somalia",,,,,Regional Mixed Migration Secretariat,,,,Sickness,,
23.299827944000072,24.187966398000071,73782,2015-03-29T22:00:00.000Z,Verified,North Africa,3,,Unknown,Horn of Africa,,"Kufrah, Libya",,,,,Regional Mixed Migration Secretariat,,,,Starvation,,
42.78214467500004,9.346269707000033,73783,2015-12-19T23:00:00.000Z,Partially Verified,North Africa,1,,Unknown,Unknown,Unknown,"Jigjiga, Ethiopia",,,,,Regional Mixed Migration Secretariat,,,,Sickness,,
41.882703519000074,3.925774063000063,73784,2015-06-07T22:00:00.000Z,Verified,Horn of Africa,1,,Unknown,Unknown,,"Beled Howo, Somalia",,,,,Regional Mixed Migration Secretariat,,,,Sickness,,
14.430721859000073,27.029705448000072,73785,2015-07-08T22:00:00.000Z,Verified,North Africa,1,,Unknown,Unknown,,"Sabha, Libya",,,,,Regional Mixed Migration Secretariat,,,,Sickness,,
39.342291670000066,-6.779849669999976,73786,2015-07-11T22:00:00.000Z,Verified,Horn of Africa,1,,Unknown,Unknown,,"In the sea en route to Dar es Salaam, Tanzania",,,,,Regional Mixed Migration Secretariat,,,,Physical abuse by smuggler,,
32.977760325000077,24.10533743600007,73787,2015-12-19T23:00:00.000Z,Verified,North Africa,3,,Unknown,Unknown,Unknown,"Desert near Aswan, Egypt",,,,,Regional Mixed Migration Secretariat,,,,Shot or stabbed,,
32.58321757300007,-25.943303453999931,73788,2015-07-19T22:00:00.000Z,Verified,Sub-Saharan Africa,2,,Unknown,Unknown,,"Maputo, Mozambique",,,,,Regional Mixed Migration Secretariat,,,,Sickness,,
32.910125743000037,24.09953970600003,73789,2015-12-18T23:00:00.000Z,Verified,North Africa,3,,Unknown,Unknown,Unknown,"Aswan, Egypt",,,,,Regional Mixed Migration Secretariat,,,,Vehicle accident,,
20.226256603000024,30.755447129000061,73790,2015-12-17T23:00:00.000Z,Verified,North Africa,6,,Unknown,Unknown,Unknown,"Ajdabiya, Libya",,,,,Regional Mixed Migration Secretariat,,,,Sickness,,
36.153816530000029,12.971894742000075,73791,2015-12-17T23:00:00.000Z,Verified,North Africa,3,,Unknown,Unknown,Unknown,"Qalabat, Sudan",,,,,Regional Mixed Migration Secretariat,,,,Physical abuse,,
33.921117521000042,30.517518839000047,73792,2015-08-08T22:00:00.000Z,Verified,North Africa,3,,Unknown,Unknown,,"Sinai, Egypt",,,,,Regional Mixed Migration Secretariat,,,,Physical and sexual abuse by smuggler,,
