X,Y,OBJECTID,DATEREPORTED,INFORELIABILITY,INCIDENTREGION,DEAD,MISSING,NATIONALITIES,ORIGINREGION,MIGRANTROUTE,LOCATIONDESCRIPTION,NOFEMALE,NOMALE,NOCHILDREN,AGERANGE,SOURCE,URL,COMMENT,PUBLICVIEW,Cause_of_death,Number_of_survivors,type_location
4.999427800000035,45.732147628000064,1363,2015-05-11T22:00:00.000Z,Partially Verified,Europe,1,,Afghanistan,South Asia,Other,"Genas, France",,1,,19,Lyon Capitale,http://bit.ly/1HpTRGh,"Found dead in a truck in Genas, France, which had come from Greece",Yes,Crushed by pallets,,
20.090215675000024,46.247356410000066,1763,2015-09-09T22:00:00.000Z,Partially Verified,Europe,1,,Unknown,Unknown,Other,"Main road near Szeged, Hungary",,,,,Reuters,http://reut.rs/1GUxsRv,"A car hit three migrants walking along the main road in the dark near the city of Szeged in southern Hungary. All three were treated at a local hospital for sever injuries, and one died.",Yes,Hit by vehicle,,
26.512755140000024,39.24075984600006,1764,2015-09-21T22:00:00.000Z,Partially Verified,Mediterranean,,2,unknown,Unknown,Eastern Mediterranean,Off the coast of Lesvos,,,,,AP,http://bit.ly/1Pzrg2j,Two were reported missing after the Hellenic Coast Guard rescued 8 from a sinking boat off the coast of Lesvos.,Yes,Presumed drowning,,
26.399828417000037,39.349095380000051,1766,2015-11-03T08:47:00.000Z,Verified,Mediterranean,10,,Afghanistan,South Asia,Eastern Mediterranean,"Off the coast of Lesvos, Greece",,4,6,,IOM Athens,,FRONTEX and the Hellenic Coast Guard rescued 56 refugees and reported 10 dead after an inflatable dinghy was in distress.,Yes,Presumed drowning,,
25.98663822900005,39.445517897000059,1767,2015-11-09T23:00:00.000Z,Verified,Mediterranean,14,1,Unknown,Unknown,Eastern Mediterranean,"Between Çanakkale/Babakale Deveboynu, Turkey and Lesvos, Greece",,,7,,IOM Turkey,http://www.3news.co.nz/world/migrants-drown-as-boat-sinks-off-turkey-2015111121#axzz3rD0IpLLF,"14 migrants, including 7 children, drowned after a boat from Canakkale, Turkey sank en route to Lesvos, Greece.",Yes,Drowning,,
26.46404625200006,38.381773118000069,3363,2015-11-12T23:00:00.000Z,Partially Verified,Mediterranean,1,,Unknown,Unknown,Eastern Mediterranean,"Off the coast of Chios, Greece",,1,1,3,AP,http://bit.ly/1QGgDMf,"A migrant boy died at sea when an inflatable boat carrying 15 migrants and an operator smashed on rocks off the coast of the island of Chios, Greece. The boat engine exploded and all passengers jumped into the sea. The other 14 passengers and the 18-year-old operator made it safely to the beach, but the boy was unconscious when coast guard officers arrived and his death was confirmed in the hospital. Two other passengers were hospitalized, but their injuries were not life threatening.",Yes,Drowning,,
25.853258594000067,40.858968839000056,3763,2015-11-14T17:00:00.000Z,Partially Verified,Europe,1,,Unknown,Unknown,Other,"Train tracks to Alexandroupolis, in NE Greece",1,,1,5,AP,http://bit.ly/1QGgDMf,,Yes,Hit by train,,
15.663439258000039,46.552688385000067,3764,2015-11-12T23:00:00.000Z,Partially Verified,Europe,2,,Syrian,MENA,Other,"Hospitals in Murska Sobota and Maribor, Slovenia",,,,"46, 75",Svet24,http://bit.ly/1QpUAdk,"A 46-year-old Syrian refugee died at the Murska Sobota, Slovenia hospital last night due to multiple organ dysfunction. This is after a 75-year-old refugee died in hospital in Maribor, in the first reported deaths related to the refugee crisis in Slovenia.",Yes,Unknown,,
34.235810940000079,31.241703115000064,3765,2015-11-14T23:00:00.000Z,Verified,North Africa,15,,Sudan,MENA,Other,"South of Rafah, Egypt, near Palestinean border",,,,,"Reuters, New York Times",http://reut.rs/1MwIppc and http://nyti.ms/1PK2VXH,,Yes,Shot,,
34.499498828000071,30.691617123000071,3766,2015-11-05T23:00:00.000Z,Partially Verified,North Africa,1,,Sudan,MENA,Other,Border between Egypt and Israel,,1,,,Times of Israel,http://bit.ly/1WBgUVB,,Yes,Shot,27,
27.307573779000052,36.893311337000057,4564,2015-11-17T06:00:00.000Z,Partially Verified,Mediterranean,9,2,Unknown,Unknown,Eastern Mediterranean,"Off the coast of Kos, Greece",4,1,4,,AP,http://abcn.ws/1H5VN71,"At least nine people, including four children, died in the eastern Aegean Sea when a plastic boat carrying refugees overturned near the island of Kos, Greece. The Hellenic Coast Guard said it had rescued seven people and had located nine bodies, two of which were still trapped inside the overturned vessel. Crews were searching for between two and four more people listed as missing.  The dead were four children, four women and one man.",Yes,"Drowning, Suffocation",,
15.358276291000038,33.516932236000059,4566,,,,,,,,,,,,,,,,,Yes,,,
29.9182,31.594286512000053,5763,2015-11-16T23:00:00.000Z,Partially Verified,Mediterranean,8,,Egypt,MENA,Central Mediterranean,"Off the Coast of Alexandria, Egypt",,,,20-22,Egypt Independent,http://bit.ly/1SDFeja,"A boat en route to Greece capsized off the coast of Egypt, killing 8 and leaving only 5 survivors. Two of the bodies were identified as students from Daqahlia.",Yes,Drowning,,
-1.679280352999967,52.783148444000062,6563,2015-11-16T23:00:00.000Z,Partially Verified,Europe,2,,Unknown,Unknown,Other,"Ferroli Boilers warehouse, Branston, UK",,2,,under 30,The Guardian,http://bit.ly/1Lvdhom,"Two men under the age of 30 were found in a state of advanced decay in a wooden crate in a warehouse in Branston, UK.The crate was part of a consignment which left northern Italy on October 5th, and arrived in the UK by October 8th. It is unclear who the men were, and why and when they died.",Yes,Suffocation,,
-15.016599562999943,26.926947255000073,6564,2015-11-16T23:00:00.000Z,Partially Verified,North Africa,1,2,Unknown,Sub-Saharan Africa,West Africa,128 nautical miles southwest of the Canary Islands,1,2,,,El Pais,http://bit.ly/1MGK8s0,"At least 2 are missing and one found dead after the boat in which migrants were travelling from Western Sahara to the Canary Islands capsized 128 nautical miles southwest of the archipelago. The number missing is unclear and is being investigated. Migrants reported 46 on board but surveillance photos show closer to 25. Maritime rescue services have taken another 22 survivors to safety at Puerto de Arguineguín, in Mogán, Las Palmas province.",Yes,Drowning,,
-100.578435436999939,28.726980062000052,6963,2015-11-16T23:00:00.000Z,Partially Verified,U.S./Mexico Border,1,,Unknown,Central America,Mexico to United States,"Piedras Negras, Coahuila, Mexico",,1,,,Breitbart News,http://bit.ly/1QZDv9u,"Human smugglers are believed to have left behind the body of an unknown migrant in a shallow grave in the border city of Piedras Negras, Coahuila, Mexico, setting off a series of police investigations.",Yes,Unknown,,
26.992945082000062,37.458980505000056,6973,2015-11-04T23:00:00.000Z,Verified,Mediterranean,1,,Unknown,Unknown,Eastern Mediterranean,"Agathonisi, Greece",,1,,,Hellenic Coast Guard via IOM Athens,http://www.hcg.gr/node/11446,"A man was found dead on the coast of Agathonisi, Greece.",Yes,Probable drowning,,
34.307238086000041,31.040538087000073,7763,2015-11-22T23:00:00.000Z,Partially Verified,North Africa,5,,Sudan,MENA,Other,"Northern Sinai peninsula, near the border to Israel",,,,,Reuters,http://reut.rs/1Lx3Btk,,Yes,Shot,,
27.616564258000039,36.863651585000071,7764,2015-11-17T23:00:00.000Z,Verified,Mediterranean,8,7,Syria,MENA,Eastern Borders,"Southwestern coast of Turkey, Mugla province",,,,,Turkish Coast Guard via IOM Ankara,,,Yes,Drowning,5,
21.781452895000029,41.705479264000076,8164,2015-04-22T20:30:00.000Z,Partially Verified,Europe,14,,"Somalia, Afghanistan",,Western Balkan,"Near Veles, former Yugoslav Republic of Macedonia",,,,,Macedonia Information Agency,http://ind.pn/1EvSuCe,"A large group of Somali and Afghan migrants were hit by a train near Veles in the former Yugoslav Republic of Macedonia. 14 were killed, while an estimated 36 survived.",Yes,Train accident,,
27.252642139000045,37.847167195000054,8963,2015-11-24T23:00:00.000Z,Partially Verified,Mediterranean,1,,Unknown,MENA,Eastern Mediterranean,"Kusadisi beach, Aydin, Turkey",1,,1,4,Hurriyet Daily News,http://bit.ly/1IdTsXD,,Yes,Drowning,,
27.2877,36.8915,1,2015-11-05T00:00:00.000Z,Verified,Mediterranean,1,1,Iraq,Middle East,Eastern Mediterranean,"Off the coast of Kos, Greece",1,,1,,IOM Greece,,"A 4-year-old Iraqi girl drowned near Kos, Greece. Another child was reported missing.",Yes,Presumed drowning,,
-93.6631,15.9564,3,2015-11-03T00:00:00.000Z,Partially Verified,Central America incl. Mexico,1,,Honduras,Central America & Mexico,From Honduras to Mexico,"La Polka, Municipio Tonala, Chiapas, Mexico",,1,1,13-15,La Jornada,http://bit.ly/1hZEXmB,,Yes,Fell from train,,
27.363252783000064,36.504389940000067,4,2015-11-03T00:00:00.000Z,Verified,Mediterranean,1,,Unknown,Middle East,Eastern Mediterranean,"Off the coast of Tilos, Greece",,1,,,Hellenic Coast Guard,http://www.hcg.gr/node/11424,,Yes,Presumed drowning,,
27.0866,37.2856,6,2015-11-01T00:00:00.000Z,Partially Verified,Mediterranean,4,6,Unknown,MENA,Eastern Mediterranean,"Off the coast of Farmakonnisi, Greece",,4,,,Reuters,http://reut.rs/1PfR2bW,,Yes,Drowning,4,
100.985,13.3611,7,2015-11-01T00:00:00.000Z,Partially Verified,Southeast Asia,4,,Cambodia,South East Asia,From Cambodia to Thailand,"In Chonburi province, Thailand",,4,1,,Phnom Penh Post,,,Yes,Vehicle accident,,
26.960290540000074,37.751814055000068,8,2015-11-01T00:00:00.000Z,Verified,Mediterranean,11,,Unknown,MENA,Eastern Mediterranean,"Off the coast of Samos, Greece",,,6,,Hellenic Coast Guard,http://www.hcg.gr/node/11410 and http://bit.ly/20lM0zK,"11 bodies were recovered after a shipwreck off the coast of Samos, Greece. 6 of the dead were minors, including 4 infants. Of the dead, 5 were female. 15 survived the shipwreck.",Yes,Drowning,5,
26.452156933000026,38.357540364000045,9,2015-11-01T00:00:00.000Z,Verified,Mediterranean,1,,Unknown,MENA,Eastern Mediterranean,On the coast of Chios,,,,,Hellenic Coast Guard,http://www.hcg.gr/node/11409,,Yes,Drowning,,
26.383443408000062,39.276194736000036,10,2015-11-01T00:00:00.000Z,Verified,Mediterranean,1,,Unknown,MENA,Eastern Mediterranean,"Agia Fotia area of Lesvos, Greece",1,,,20,Hellenic Coast Guard,http://www.hcg.gr/node/11411 ,,Yes,Drowning,,
26.9721,37.4578,11,2015-10-28T00:00:00.000Z,Partially Verified,Mediterranean,3,0,Unknown,Unknown,Eastern Mediterranean,"Off the coast of Agathonissi, Greece",,1,2,,Associated Press,http://bit.ly/1PVZYnv,,Yes,Drowning,,
26.176473291000036,39.370815811000057,12,2015-10-28T00:00:00.000Z,Verified,Mediterranean,1,,Syria,MENA,Eastern Mediterranean,"Picked up at Mithimna Port, Lesvos. Died in hospital on island.",1,,1,,IOM Greece,,,Yes,Died of unknown cause in hospital shortly after rescue,,
26.384130053000035,39.280978384000036,13,2015-10-26T00:00:00.000Z,Verified,Mediterranean,1,,Iran,MENA,Eastern Mediterranean,"Off the coast of Lesvos, Greece",,1,,,IOM Greece,,Body of a male national from Iran found off the coast of Lesvos.,Yes,Drowning,,
26.423268848000077,39.273005456000078,14,2015-10-23T00:00:00.000Z,Verified,Mediterranean,3,7,Afghanistan,South Asia,Eastern Mediterranean,"Off the coast of Lesvos, Greece",,,,,IOM Greece,,,Yes,Presumed drowning,,
26.386189990000048,39.274068566000039,15,2015-11-01T00:00:00.000Z,Verified,Mediterranean,1,,Unknown,Middle East/ South Asia,Eastern Mediterranean,"Off the coast of Lesvos, Greece",,1,1,12,Hellenic Coast Guard,http://www.hcg.gr/node/11411,,Yes,Presumed drowning,,
26.388936572000034,39.279915379000045,16,2015-10-31T00:00:00.000Z,Partially Verified,Mediterranean,4,,Afghanistan,,Eastern Mediterranean,"Off the coast of Lesvos, Greece",2,,3,,Hurriyet Daily News,http://bit.ly/1NLS7Xi,"Three plastic boats carrying around 140 people capsized in the Aegean Sea due to bad weather and sea conditions after setting sail from Sivrice Bay, heading for Greeceâ€™s Lesbos Island. A passing dry cargo vessel noticed the migrants floating in the sea and brought around 130 aboard while also informing the Turkish Coast Guard. The Coast Guard rescued seven migrants with a helicopter, bringing them to Edremit State Hospital for treatment. Two children out of the seven migrants succumbed to their injuries in hospital, while officials found the bodies of a woman and a child at sea. ",Yes,Drowning,,
19.1706,45.2604,17,2015-10-31T00:00:00.000Z,Partially Verified,Europe,1,,Afghan,South Asia,Serbia to Croatia,"Refugee camp in Opatovac, Croatia",1,,,,AP,http://bit.ly/1P5scwF,A 63-year-old woman from Afghanistan has died of natural causes upon entry to a refugee camp in the first case of a migrant death there since a river of asylum-seekers started entering the country in mid-September. She will be buried at the nearest Muslim cemetery.,Yes,Exposure. Died upon entry to refugee camp.,,
26.388249927000061,39.27406856500005,18,2015-10-30T00:00:00.000Z,Partially Verified,Mediterranean,1,,Unknown,Unknown,Eastern Mediterranean,Village of Skala off the coast of Lesvos,,1,,,AP,http://bit.ly/1N7oPiN,The body of a 20-year-old woman was found on the shore of Lesvos.,Yes,Drowning,,
43.8519,-11.8028,19,2015-10-30T00:00:00.000Z,Partially Verified,Sub-Saharan Africa,8,,Likely Comorian,Sub-Saharan Africa,From Comoros to Mayotte,In Comorian waters,,,,,LINFO,http://bit.ly/1Q34rFS,"8 bodies were found after a boat carrying migrants capsized in Comorian waters. Six survivors, including the two pilots, were rescued.",Yes,Drowning,,
26.9721,37.4578,20,2015-10-30T00:00:00.000Z,Verified,Mediterranean,1,,Unknown,Middle East/ South Asia,Eastern Mediterranean,"On the shore of Agathonissi, Greece",,,1,,Hellenic Coast Guard,http://www.hcg.gr/node/11401,"A dead body of an infant was found off Agathonisi island, which has not been identified yet. All relevant investigations are being held by the police authorities in Samos.",Yes,Drowning,,
-3.93175,35.2446,21,2015-10-29T00:00:00.000Z,Verified,Mediterranean,7,32,Unknown,Unknown,Western Mediterranean,"39 nautical miles off of El Hoceima, Morocco",,4,,,Reuters EspaÃ±a,http://reut.rs/1P1aBpP and http://bit.ly/28IfW7F,"After embarking from El Hoceima, in northern Morocco, a boat carrying migrants cracked and eventually lost its bottom. Relief Spanish Sea recovered the bodies of four men, and rescued 13 men and two women. Another 35 remain missing. The search for the missing has been suspended indefinitely.",Yes,Drowning,15,
28.2175,36.435,22,2015-10-29T00:00:00.000Z,Partially Verified,Mediterranean,3,4,Unknown,Middle East/ South Asia,Eastern Mediterranean,"Off the coast of Rhodes, Greece",1,2,2,,Associated Press,http://lat.ms/1kfYtUL,"A woman and two children died when a migrant boat sunk off the island of Rhodes, Greece. Four people are still missing, while six were saved.",Yes,Drowning,,
26.9778,37.7548,23,2015-10-29T00:00:00.000Z,Partially Verified,Mediterranean,,2,Unknown,Middle East/ South Asia,Eastern Mediterranean,"Off of Lesvos and Samos, Greece",1,,,,AP,http://bit.ly/1M6l4KL,A Turkish agency two others aremissing after two new accidents Friday involving boats en route to the Greek islands of Lesbos and Samos.,Yes,Drowning,,
17.164602539000043,40.334718318000057,24,2015-10-20T00:00:00.000Z,Verified,Mediterranean,8,,Unknown,Unknown,Central Mediterranean,"Waters near Taranto, Italy",,,,,IOM Rome,,,Yes,Unknown,,
26.9808,36.9523,25,2015-10-02T00:00:00.000Z,Verified,Mediterranean,1,,,,Eastern Mediterranean,Body found on coast of Kalymnos,,1,,,IOM Greece,http://www.hcg.gr/node/11189,,Yes,Drowning,,
26.592653418000054,39.470142083000042,28,2015-10-29T00:00:00.000Z,Partially Verified,Mediterranean,4,,Unknown,Middle East/ South Asia,Eastern Mediterranean,"Off the coast of Kucukkuyu, Turkey",,,4,,Hurriyet Daily News,http://bit.ly/1k3Yrjn,"A fiber boat capsized off the coast of Kucukkuyu, Turkey. Coast guard rescued 19, but the bodies of four children, between the ages of one and four years, were found in the water.",Yes,Drowning,,
26.390309863000027,39.269816031000062,29,2015-10-28T00:00:00.000Z,Verified,Mediterranean,2,,Unknown,Middle East/ South Asia,Eastern Mediterranean,"Off the coast of Lesvos, Greece",1,1,2,,Associated Press,http://bit.ly/1PVZYnv,"A 7-year-old boy died off the coast of Lesvos, Greece. A 12-month-old girl who had been on the same boat was died the next day in a Greek hospital.",Yes,Drowning,,
26.9778,37.7548,30,2015-10-28T00:00:00.000Z,Verified,Mediterranean,3,1,Unknown,Middle East/ South Asia,Eastern Mediterranean,"Off the coast of Samos, Greece",,1,3,,Associated Press and Hellenic Coast Guard,http://bit.ly/1PVZYnv,"3 children drowned and another man was reported missing after a shipwreck near the coast of Samos, Greece. ",Yes,Drowning,,
26.39236980000004,39.274600114000066,31,2015-10-28T00:00:00.000Z,Partially Verified,Mediterranean,3,,Afghanistan,,Eastern Mediterranean,"Off the coast of Lesvos, Greece",,3,2,,Reuters and Al Jazeera,http://reut.rs/1HdoJEy and http://bit.ly/1KHp7ew,"The Greek coastguard rescued 242 migrants when their wooden boat sank north of the island of Lesbos on Wednesday, but at least three drowned, including two small boys. Al Jazeera reports 38 missing.",Yes,Drowning,,
26.9808,36.9523,32,2015-10-28T00:00:00.000Z,Partially Verified,Mediterranean,19,,Unknown,Middle East/ South Asia,Eastern Mediterranean,"Off the coast of Kalymnos, Greece",,,11,,Associated Press,http://lat.ms/1kfYtUL,"A wooden boat carrying migrants took on water and sank in strong winds just before midnight. 19 people drowned and 138 were rescued, according the Merchant Marine Ministry.",Yes,Presumed drowning,,
26.9808,36.9523,33,2015-10-01T22:00:00.000Z,Verified,Mediterranean,1,,Unknown,Middle East/ South Asia,Eastern Mediterranean,"On the coast of Kalymnos, Greece",,1,,40,Hellenic Coast Guard,http://www.hcg.gr/node/11405,A body in a state of advanced decomposition was found on the coast of the Greek island of Kalymnos.,Yes,Likely drowning,,
26.409535937000044,39.277257797000061,34,2015-10-28T00:00:00.000Z,Verified,Mediterranean,1,,Afghanistan,,Eastern Mediterranean,"On the coast of Agia Fotia, Lesvos, Greece",,,1,,Hellenic Coast Guard,http://www.hcg.gr/node/11405,"The body of an infant was found on the coast of Agia Fotia in the island of Lesvos, Greece",Yes,Drowning,,
26.9778,37.7548,35,2015-10-28T00:00:00.000Z,Verified,Mediterranean,1,,Unknown,Middle East/ South Asia,Eastern Mediterranean,"Hospital in Samos, Greece",1,,1,5,Hellenic Coast Guard,http://www.hcg.gr/node/11351,"A 5-year-old migrant girl died in a hospital on Samos, Greece after the boat she was travelling on landed on the island.",Yes,Died of unknown cause in hospital shortly after rescue,,
26.3885,39.4277,36,2015-10-28T00:00:00.000Z,Verified,Mediterranean,43,13,Unknown,Unknown,Eastern Mediterranean,"Off the coast of Lesvos, Greece",,,20,,IOM Greece and Hellenic Coast Guard,http://www.hcg.gr/node/11414,"A ship carrying over 300 migrants capsized north of Lesvos, leading to 43 deaths. 19 of the dead were children, and one was an infant. In the following weeks, 13 bodies from the shipwreck washed up on the shores of Lesvos. Note that 10 bodies were recovered from the 5 - 8 November.",Yes,Drowning,,
26.288780444000054,38.3243,37,2015-10-27T00:00:00.000Z,Partially Verified,Mediterranean,1,1,Unknown,Unknown,Eastern Mediterranean,"Off the coast of Cesme, Turkey",,,,,Haberleber,http://bit.ly/1SaW09O,"The Turkish Coast Guard reported one dead and one missing after rescuing 43 migrants off the coast of Cesme, Turkey.",Yes,Drowning,,
26.460396680000031,38.373153310000077,38,2015-10-26T00:00:00.000Z,Verified,Mediterranean,1,,Syrian,MENA,Eastern Mediterranean,"Body found on coast of Chios, Greece",,1,,,IOM Greece and AP,http://nyti.ms/1MOsSAz,Hellenic Coast Guard said the body of a man was found on the Greek island of Chios. Later reported he was 21-years-old and from Syria. ,Yes,Drowning,,
15.1172,34.3434,39,2015-08-26T00:00:00.000Z,Partially Verified,Mediterranean,52,,Unknown,Unknown,Central Mediterranean ,Unspecified location off the coast of Libya,,,,,IOM Rome,http://www.bbc.com/news/world-europe-34066466,,Yes,Suffocation,,
12.6049,34.8657,42,2015-08-23T00:00:00.000Z,Verified,Mediterranean,1,,Nigerian,,Central Mediterranean,Off the coast of Tunisia,,1,,,IOM Tunisia,http://missingmigrants.iom.int/node/4484,,Yes,Unknown,,
-5.317573449999941,35.883836945000041,43,2015-10-26T00:00:00.000Z,Partially Verified,Mediterranean,1,,Guinean,Sub-Saharan Africa,Western Mediterranean,Ceuta waters,,1,,,AFP,http://bit.ly/1Wdozcc,"A Guinean migrant drowned after high winds caused a boat carrying migrants to capsize. Ten others survived, according to Spanish police. ",Yes,Drowning,,
14.5102,32.5051,45,2015-10-25T00:00:00.000Z,Verified,Mediterranean,43,,Unknown,Unknown,Central Mediterranean,"Bodies discovered on beaches east of Tripoli, 29 near Zliten and 14 near Khoms",,,20,,Disaster Alert Network,http://bit.ly/1Gsxobe,"The Red Crescent reported that the bodies of 43 suspected migrants washed up on beaches located east of Tripoli. A total of 29 bodies were recovered on Saturday on beaches surrounding the port of Zliten, while 14 others were found on Sunday on a beach close to the port of Khoms. Of those found, 20 were minors, including 1 infant. 17 were male and 6 were female.",Yes,Drowning,,
26.380010181000046,39.274068566000039,46,2015-10-21T22:00:00.000Z,Partially Verified,Mediterranean,4,1,Unknown,Middle East/ South Asia,Eastern Mediterranean,"Off the coast of Lesvos, Greece",1,,3,,WWNT Radio,http://bit.ly/1PPnPVE," Four people, a woman and three children, drowned and one child was missing after their rubber boat capsized off of Lesvos, the Greek coast guard said.",Yes,Presumed drowning,,
26.601762793000034,39.3192,47,2015-10-22T00:00:00.000Z,Partially Verified,Mediterranean,2,1,Unknown,Middle East/ South Asia,Eastern Mediterranean,"Off the coast of Ayvalik, Turkey",,,1,,Hurriyet Daily News,http://bit.ly/1XsWx9O,One child and one unidentified adult drowned after their boat capsized. Turkish Coast Guard rescued 11 survivors and reported one missing.,Yes,Drowning,,
13.7167,32.75,48,2015-10-22T00:00:00.000Z,Partially Verified,Mediterranean,6,,Unknown,Unknown,Central Mediterranean,"Bodies found near Gasr Garabulli, Libya",,,1,,Huffington Post,http://huff.to/1MOfe0r,"The bodies of six people, including a baby, have been washed ashore in Libya. The identities and nationalities of the bodies have not been confirmed.",Yes,Drowning,,
26.586906250000027,39.41074433700004,49,2015-10-22T00:00:00.000Z,Verified,Mediterranean,12,11,,MENA,Eastern Mediterranean,"off the coast of Ayvacik, Turkey",5,2,5,,Hurriyet Daily News,http://bit.ly/1N7wI8w,Twelve people drowned and 25 were rescued by Turkish Coast Guard after a boat carrying migrants sank off the shores of Turkey. 11 are still missing.,Yes,Drowning,,
-5.32135,35.8894,50,2015-10-21T00:00:00.000Z,Partially Verified,Mediterranean,1,1,Senegal,Sub-Saharan Africa,Unknown,Ceuta waters,,2,,,Desalambre,http://bit.ly/1WffnUN  http://bit.ly/28IFxhx,"The Spanish Guardia Civil found a body and rescued 10 people from an overturned boat near Ceuta, Spain. The 10 survivors reported another man missing in the waters of the Mediterranean.",Yes,Drowning,,
100.205,6.44491,53,2015-08-23T00:00:00.000Z,Verified,Southeast Asia,24,,Unknown,South East Asia,Bay of Bengal and Andaman Sea,"Perlis region, Malaysia",,,,,"BBC, UNHCR",http://bbc.in/1MGJ9eg,,Yes,Unknown,,
29.5934,36.1495,56,2015-10-19T00:00:00.000Z,Verified,Mediterranean,4,1,Syrian,MENA,Eastern Mediterranean,"Off the coast of Megisti, Turkey",2,2,,,IOM Greece,http://www.hcg.gr/node/11299,4 Syrian migrants drowned and one was reported missing overboard. The Hellenic Coast Guard reports that twelve survivors were rescued.,Yes,Drowning,,
27.1127,37.2954,57,2015-10-18T00:00:00.000Z,Verified,Mediterranean,1,,Unknown,Middle East/ South Asia,Eastern Mediterranean,Off the coast of Farmakonisi,,1,1,,Hellenic Coast Guard via IOM Greece,http://www.hcg.gr/node/11295,,Yes,Unknown,,
26.9808,36.9523,59,2015-10-17T00:00:00.000Z,Verified,Mediterranean,4,3,Iraqi,Middle East,Eastern Mediterranean,Off the coast of Kalolymnos,4,2,4,,Hellenic Coast Guard via IOM Greece,http://www.hcg.gr/node/11293 ,"The bodies of 4 children (3 girls and a boy) were found, while 3 others (a woman, man and child) remain missing. The four children found are Iraqi, and those missing likely are as well. 13 people survived the shipwreck, which happened off the coast of Kalolymnos. ",Yes,Drowning,,
26.4074,39.4162,61,2015-10-16T00:00:00.000Z,Partially Verified,Mediterranean,13,,"Afghanistan, Syria",MENA,Eastern Mediterranean,"Coast of Ayvalik, Turkey",5,2,6,,Turkish Coast Guard via IOM Turkey,http://bit.ly/1RnKlDw,"23 were rescued (17 men, 3 women, 3 children) and another 13 died (2 men, 5 women, 6 children) when their wooden boat capsized. Two bodies were recovered on the 16 and 17 October 2015.",Yes,Drowning,23,
26.388249927000061,39.288950404000047,62,2015-10-15T00:00:00.000Z,Verified,Mediterranean,7,1,Unknown,Middle East/ South Asia,Eastern Mediterranean,Off the coast of Lesvos,,,4,,IOM Greece,http://nyti.ms/1PljKcF,"A collision between a wooden boat carrying Lebanese refugees and a Greek Coast Guard vessel occurred during a rescue mission. The bodies of four children, one of them a baby, were among those of seven dead migrants recovered. 31 survived the crash and 2 remain missing.",Yes,Presumed drowning,,
1.78665,50.9342,63,2015-10-15T00:00:00.000Z,Partially Verified,Europe,1,,Syrian,MENA,Channel Tunnel from France to the UK,Calais,,1,,,AFP,http://bit.ly/1ZFpCRD,,Yes,Hit by vehicle,,
1.79995,50.9364,64,2015-10-15T00:00:00.000Z,Partially Verified,Europe,1,,Unknown,Unknown,Channel Tunnel from France to the UK,"Near a train platform in Coquelles, France",,,,,Reuters,http://reut.rs/1OHpRGz,"Migrant killed by freight train at site of Channel Tunnel. The cause of death made it impossible to determine the victim's nationality, age or sex.",Yes,Hit by train,,
27.1813,42.3452,65,2015-10-15T00:00:00.000Z,Partially Verified,Europe,1,,Afghanistan,MENA,Western Balkans,"Near border town of Sredets, Bulgaria",,1,,,BBC,http://bbc.in/1LR7VnP,,Yes,Shot,,
26.385503345000075,39.277257797000061,66,2015-10-14T00:00:00.000Z,Partially Verified,Mediterranean,3,,Syria,,Eastern Mediterranean,"Off the coast of Lesvos, Greece",2,1,2,,Reuters,http://reut.rs/1VTDdFt,,Yes,Drowning,,
27.1828,36.8893,67,2015-10-05T00:00:00.000Z,Verified,Mediterranean,1,,,,Eastern Mediterranean,On coast of Kos near Aliki Tigaki,,1,,,IOM Greece,http://www.hcg.gr/node/11205,,Yes,Presumed drowning,,
-98.052,19.408,68,2015-10-05T00:00:00.000Z,Partially Verified,Central America incl. Mexico,1,,Unknown,Central America & Mexico,,"Xaloztoc, Tlaxcala, Mexico",,1,,,Agenda Tlaxcala,http://bit.ly/1OlOR7Z,,Yes,Shot,,
27.2877,36.8915,69,2015-10-03T00:00:00.000Z,Verified,Mediterranean,2,,Iraq,Middle East,Eastern Mediterranean,"coastal regions of Kos, Tigaki and Lambi",1,1,,4,IOM Greece,http://www.hcg.gr/node/11192,,Yes,Presumed drowning,,
26.353409863000024,37.77941392300005,70,2015-10-14T00:00:00.000Z,Partially Verified,Mediterranean,7,2,Lebanese,MENA,Eastern Mediterranean,Aegean Sea,5,4,,,Associated Press,http://bit.ly/1WEj01y,"A rubber boat carrying the Safwan family, from Lebanon, sank after it was punctured. Of the 12 family members in the boat, 5 woman and 4 men died or are missing, including 5 children and a pregnant woman. The 3 who survived were 2 men and a boy.",Yes,Drowning,,
49.0868,9.5116,71,2015-10-12T00:00:00.000Z,Partially Verified,Horn of Africa,8,,Ethiopia,Horn of Africa,From Ethiopia to Somalia,"Near Gardho, Somalia",,,,,Horseed Media,http://bit.ly/1jNl4bB,"At least eight Ethiopian migrants were killed and dozens were injured after a truck carrying migrants overturned near Gardho, Somalia. Witnesses say the truck was over packed and the driver was speeding. ",Yes,Vehicle accident,,
31.0911,31.5548,72,2015-10-10T00:00:00.000Z,Verified,Mediterranean,11,,"Syrian, Egyptian, other African",MENA,Central Mediterranean,"Off the coast of Baltim, Egypt",,,,,IOM and Daily Star,http://bit.ly/1MmKSlc,"Eleven migrants from Syria and Northern Africa drowned when a boat bound for Europe capsized off the Egyptian port of Baltim. The coastguard took into custody 15 survivors identified as Syrians, Egyptian and people of other African nationalities after the sinking of the trawler Saturday night.",Yes,Drowning,,
